gene_symbol,meanTumor,meanControl,pvalue,log2FC
NRIP1,6.592119762,6.40243654,0.17209698,0.189683222
LINC02920,0,0,1,0
LOC101927745,0,0,1,0
CYCSP42,0,0,1,0
RNU6-1326P,0,0,1,0
RAD23BP3,0,0,1,0
USP25,5.454952261,4.844430785,0.001951408,0.610521476
MIR99AHG,0.104004758,0.258753252,0.62261508,-0.154748495
RNU6-426P,0,0,1,0
SNORD74B,0,0,1,0
MIR99A,0,0,1,0
MIRLET7C,0,0,1,0
MIR125B2,0.0381988,0,0.422649731,0.0381988
RNU1-98P,0,0,1,0
NEK4P1,0,0,1,0
RNU6-113P,0,0,1,0
RN7SL163P,0,0,1,0
CXADR,6.730168885,6.047910959,0.001147496,0.682257927
BTG3,5.33223966,5.364336031,0.623836274,-0.032096371
BTG3-AS1,0.072904334,0.06327605,0.925440391,0.009628284
C21orf91-OT1,0,0,1,0
C21orf91,5.14063435,4.360516724,0.0001937,0.780117626
CHODL,0.075056475,0.111527741,0.671827873,-0.036471266
TMPRSS15,1.095770597,1.047166367,0.843538637,0.048604229
MIR548XHG,0,0,1,0
MIR548X,0,0,1,0
RNU1-139P,0,0,1,0
LINC01683,0,0,1,0
RNU6-772P,0,0,1,0
RN7SKP147,0,0,1,0
FDPSP6,0,0,1,0
KRT18P2,0,0,1,0
RPS3AP1,0,0,1,0
LINC00320,0,0,1,0
NCAM2,3.186113862,3.128165261,0.730009098,0.057948601
LINC00317,0,0,1,0
LINC01425,0,0,1,0
LINC01687,0,0,1,0
LINC00308,0,0,1,0
RNU4-45P,0,0,1,0
MIR6130,0,0,1,0
MSANTD2P1,0,0,1,0
RNU2-55P,0,0,1,0
D21S2088E,0,0,1,0
TUBAP1,0,0,1,0
LINC01689,0,0,1,0
LINC01684,0.80668848,0.214014793,0.096840051,0.592673687
LINC01692,0,0,1,0
RN7SKP236,0,0,1,0
RNA5SP489,0,0,1,0
LINC00158,0,0,1,0
MIR155HG,2.353609721,1.866589051,0.042944605,0.48702067
MIR155,0,0,1,0
LINC00515,0.432567673,0.393103937,0.900715806,0.039463736
MRPL39,5.930474794,5.913462748,0.767537435,0.017012046
JAM2,0.829624045,1.596207693,0.112035388,-0.766583648
RNGTTP1,0,0,1,0
ATP5PF,6.436719038,6.551476678,0.101957892,-0.11475764
GABPA,5.622331188,4.797442482,0.000966366,0.824888706
APP,9.766984612,9.612167495,0.01035315,0.154817117
RNU6-123P,0,0,1,0
RNU6-926P,0,0,1,0
CYYR1-AS1,0,0,1,0
CYYR1,0,0,1,0
ADAMTS1,6.888956504,6.819610245,0.534034503,0.069346259
ADAMTS5,5.327423168,5.162250326,0.210264414,0.165172842
MIR4759,0,0,1,0
EIF4A1P1,0,0,1,0
RPL10P1,0,0.132984717,0.422649731,-0.132984717
NCSTNP1,0,0,1,0
LINC00113,0,0,1,0
LINC00314,0,0,1,0
LINC01697,0,0,1,0
LINC01695,0.071772693,0.032677999,0.656416527,0.039094694
LINC00161,0.0381988,0.078849742,0.67537432,-0.040650942
N6AMT1,3.531980859,3.386139853,0.359917476,0.145841006
HSPD1P7,0,0,1,0
LTN1,6.834976816,6.278589178,0.004643887,0.556387638
RPL23P2,0.14535809,0.277290844,0.436042107,-0.131932754
RWDD2B,5.19072517,5.237122202,0.535550957,-0.046397032
USP16,6.638563133,6.515526496,0.255798492,0.123036637
CCT8,8.784538038,8.717530837,0.105949843,0.067007201
MAP3K7CL,5.368541641,4.905384168,0.019572971,0.463157472
LINC00189,0.177590154,0.675115105,0.10756446,-0.497524951
BACH1,6.88083426,6.541342042,0.049949374,0.339492218
BACH1-IT3,0,0,1,0
GRIK1,0,0,1,0
CLDN17,0,0,1,0
LINC00307,0,0,1,0
CLDN8,0,0,1,0
RPL8P2,0,0.041039123,0.422649731,-0.041039123
KRTAP24-1,0,0,1,0
KRTAP25-1,0,0,1,0
KRTAP26-1,0,0,1,0
KRTAP27-1,0,0,1,0
KRTAP23-1,0,0,1,0
KRTAP13-2,0,0,1,0
MIR4327,0,0,1,0
KRTAP13-1,0,0,1,0
KRTAP13-3,0,0,1,0
KRTAP13-4,0,0,1,0
KRTAP13-5P,0,0,1,0
KRTAP15-1,0,0,1,0
KRTAP19-1,0,0,1,0
KRTAP19-2,0,0,1,0
KRTAP19-3,0,0,1,0
KRTAP19-4,0,0,1,0
KRTAP19-5,0,0,1,0
KRTAP19-9P,0,0,1,0
KRTAP19-6,0,0,1,0
KRTAP19-7,0,0,1,0
KRTAP22-2,0,0,1,0
KRTAP6-3,0,0,1,0
KRTAP6-2,0,0,1,0
KRTAP22-1,0,0,1,0
KRTAP6-1,0,0,1,0
KRTAP20-1,0,0,1,0
KRTAP20-4,0,0,1,0
KRTAP20-2,0,0,1,0
KRTAP20-3,0,0,1,0
KRTAP21-3,0,0,1,0
KRTAP21-4P,0,0,1,0
KRTAP21-2,0,0,1,0
KRTAP21-1,0,0,1,0
KRTAP8-1,0,0,1,0
KRTAP7-1,0,0,1,0
KRTAP11-1,0,0,1,0
KRTAP19-8,0,0,1,0
TIAM1,5.514870855,5.752978638,0.006769145,-0.238107783
TIAM1-AS1,0.407286075,0.53625632,0.629795117,-0.128970246
FBXW11P1,0.147803879,0.211834459,0.641788429,-0.06403058
SOD1,7.832538742,8.050662531,0.02348996,-0.218123789
SCAF4,5.837795804,5.878658664,0.497476841,-0.04086286
HUNK,2.019175644,1.707179583,0.09958918,0.311996061
MIS18A,5.261893822,4.99795758,0.008709389,0.263936242
MRAP,0.037224089,0.041039123,0.948438835,-0.003815034
URB1,6.360551353,6.537500873,0.084575668,-0.17694952
SNORA80A,0,0.032677999,0.422649731,-0.032677999
URB1-AS1,1.695310899,2.18854486,0.037982509,-0.493233961
EVA1C,3.891346448,3.813611342,0.679050427,0.077735106
RNA5SP490,0,0,1,0
TCP10L,0,0,1,0
CFAP298-TCP10L,0,0,1,0
CFAP298,2.786898255,2.572556417,0.417858671,0.214341837
OR7E23P,0,0,1,0
SYNJ1,5.25238835,4.939553848,0.068368181,0.312834503
PAXBP1-AS1,0.781222122,0.824279335,0.846403528,-0.043057213
PAXBP1,5.499954185,4.714587481,0.000166886,0.785366704
C21orf62,0,0,1,0
LINC01690,0,0,1,0
OLIG2,0,0,1,0
LINC00945,0,0,1,0
OLIG1,0,0,1,0
LOC101928107,0,0,1,0
IFNAR2,3.593607938,3.160186551,0.01086375,0.433421387
IFNAR2,0,0,1,0
IL10RB,0.463238436,0.5381751,0.828519639,-0.074936664
IFNAR1,7.241665158,6.645571465,0.00043914,0.596093692
USF1P1,0,0,1,0
IFNGR2,5.025722738,5.251279847,0.016066896,-0.225557108
TMEM50B,3.094618057,2.95303342,0.406619785,0.141584637
RPS5P3,0,0,1,0
DNAJC28,0.110809486,0.077888311,0.686849269,0.032921174
GART,7.168899436,7.229108892,0.277165895,-0.060209456
BTF3P6,0.203170404,0.078849742,0.51493917,0.124320662
SON,8.820774496,8.828193178,0.89423287,-0.007418682
MIR6501,0,0,1,0
DONSON,5.872409574,5.563624723,0.014987474,0.308784851
CRYZL1,4.283043249,3.97655042,0.008446883,0.306492829
ITSN1,7.156577172,6.975272677,0.05580774,0.181304495
ATP5PO,3.810339991,4.254911504,0.017720902,-0.444571512
LINC00649,0.431680298,0.506657119,0.790691284,-0.074976821
RN7SL740P,0,0,1,0
MRPS6,4.534606647,4.197857968,0.04570503,0.336748679
SLC5A3,7.043601862,6.386721519,0.008171089,0.656880342
RPS5P2,0,0,1,0
LINC00310,0,0.069527187,0.184968847,-0.069527187
KCNE2,0,0,1,0
SMIM11,0,0,1,0
C21orf140,0,0,1,0
SMIM34,0,0,1,0
KCNE1,0.240394493,0.112113758,0.433612377,0.128280735
RCAN1,4.971092658,5.03105731,0.698772093,-0.059964652
CLIC6,0.459383431,0.563511243,0.596946511,-0.104127812
LINC00160,0,0,1,0
LINC01426,0.245629296,0.425069471,0.171157572,-0.179440175
RUNX1,7.0424216,6.720551716,0.005690228,0.321869883
RPL34P3,0,0,1,0
MIR802,0,0,1,0
RPL23AP3,0,0.032677999,0.422649731,-0.032677999
SETD4,3.967788285,3.770691136,0.205086888,0.197097149
RNU6-992P,0,0,1,0
CBR1-AS1,0.218262424,0.509855284,0.230992775,-0.291592861
CBR1,6.477632372,6.698688678,0.040989605,-0.221056306
LOC105369306,0.571222199,0.945743615,0.123577028,-0.374521416
CBR3-AS1,1.36341251,1.791793377,0.023054248,-0.428380867
CBR3,4.798476218,4.880939577,0.355260863,-0.082463359
DOP1B,5.738463006,5.390718982,0.020485432,0.347744023
RPL3P1,0,0,1,0
MORC3,5.790346468,5.335756362,0.010563461,0.454590107
CHAF1B,5.648095139,5.717390406,0.516924476,-0.069295267
ATP5MFP1,0,0,1,0
CLDN14,0,0,1,0
SIM2,3.932821176,3.711421987,0.077583396,0.221399189
HLCS,4.412031271,4.497893615,0.487410021,-0.085862344
RNA5SP491,0,0,1,0
RIPPLY3,1.241748835,0.910870293,0.132102237,0.330878542
RNU6-696P,0,0,1,0
PIGP,3.006644617,2.878455449,0.581627426,0.128189168
TTC3,8.120456717,7.894150341,0.009006562,0.226306376
TTC3-AS1,0.148327223,0.041039123,0.119856754,0.1072881
DSCR9,0.110128423,0.18172779,0.656335091,-0.071599367
RN7SL678P,0,0,1,0
VPS26C,6.284110665,6.026749065,0.009329475,0.2573616
DYRK1A,6.407428202,6.157964491,0.014919281,0.249463711
KCNJ6,0.245629296,0.277020779,0.757821424,-0.031391483
DSCR4,0,0,1,0
DSCR8,0,0,1,0
KCNJ15,0,0.11569893,0.232509063,-0.11569893
DSCR10,0,0,1,0
ERG,0.037832386,0,0.422649731,0.037832386
LINC00114,0,0,1,0
ETS2,5.706770536,5.732646508,0.794920221,-0.025875972
RPSAP64,0,0,1,0
LINC01700,0,0,1,0
RPL23AP12,0,0.036849188,0.422649731,-0.036849188
PSMG1,5.890419872,5.623722901,0.061291494,0.266696972
BRWD1,6.727007068,6.346904539,0.035627676,0.380102529
METTL21AP1,0,0.036849188,0.422649731,-0.036849188
BRWD1-AS2,0.0381988,0.228865105,0.381371463,-0.190666305
BRWD1-AS1,0.037832386,0,0.422649731,0.037832386
HMGN1,8.080291379,8.052103032,0.539313211,0.028188347
GET1,4.145435483,3.8465731,0.109238197,0.298862383
LCA5L,0.575301899,0.561005731,0.910228982,0.014296168
SH3BGR,0.378511454,0.455276604,0.816900211,-0.076765151
MIR6508,0,0,1,0
RPS26P4,0,0,1,0
JCADP1,0,0,1,0
B3GALT5,0.557976088,0.20670184,0.154090391,0.351274248
IGSF5,0,0,1,0
PCP4,0,0,1,0
DSCAM,0,0,1,0
MIR4760,0,0,1,0
DSCAM-AS1,0,0,1,0
DSCAM-IT1,0,0,1,0
YRDCP3,0,0,1,0
LINC00323,0,0,1,0
MIR3197,0,0,1,0
BACE2,2.489957672,2.5367593,0.67297064,-0.046801628
PLAC4,0,0,1,0
FAM3B,0,0,1,0
MX2,4.380358819,5.004170865,0.318085248,-0.623812046
MX1,6.136326043,6.952502716,0.210593143,-0.816176673
TMPRSS2,0.373492383,0.333190445,0.855573929,0.040301938
LINC00479,0.106545617,0.032677999,0.566052317,0.073867618
LINC00112,0,0,1,0
RIPK4,3.259044808,3.3022154,0.760280192,-0.043170592
MIR6814,0,0,1,0
PRDM15,3.943170629,4.184398611,0.09601409,-0.241227983
C2CD2,5.413102426,5.4029272,0.944027912,0.010175226
ZBTB21,5.483496077,5.216699556,0.081217718,0.266796521
ZNF295-AS1,0,0,1,0
UMODL1,0,0,1,0
UMODL1-AS1,0,0,1,0
ABCG1,0.686258676,0.905887778,0.311846431,-0.219629102
RNA5SP492,0,0,1,0
TFF3,0,0,1,0
TFF2,0,0,1,0
TFF1,0,0,1,0
TMPRSS3,0.327925426,0.328280439,0.999060826,-0.000355013
UBASH3A,0,0,1,0
RNU6-1149P,0,0,1,0
RSPH1,0.181602092,0,0.119169603,0.181602092
SLC37A1,1.08965604,1.437866989,0.384634468,-0.348210949
RSPH1-DT,0,0,1,0
LINC01671,0,0,1,0
PDE9A,0.075056475,0.160225257,0.510028044,-0.085168782
LINC01668,0,0,1,0
WDR4,4.503236363,4.427959601,0.558628729,0.075276761
NDUFV3,5.17519979,5.355249478,0.04680977,-0.180049689
ERVH48-1,0,0,1,0
MIR5692B,0,0,1,0
PKNOX1,5.351215416,5.43901075,0.563440855,-0.087795334
CBS,1.107443754,1.40533203,0.37470498,-0.297888276
U2AF1,0,0,1,0
FRGCA,0,0,1,0
CRYAA,0,0,1,0
LINC01679,0,0,1,0
SIK1,0.265498324,0.183430171,0.663770188,0.082068153
LINC00319,0,0,1,0
LINC00313,0,0,1,0
HSF2BP,0.694162711,1.093614145,0.312445323,-0.399451434
RPL31P1,0,0,1,0
H2BS1,0,0,1,0
MIR6070,0,0.041039123,0.422649731,-0.041039123
RRP1B,6.70357462,6.735689949,0.613439393,-0.032115329
PDXK,7.686439355,7.827586829,0.055014678,-0.141147474
CSTB,6.268870876,6.605662251,0.000162949,-0.336791375
TMEM97P1,0,0,1,0
RRP1,5.518001939,5.677132466,0.155765573,-0.159130527
AATBC,0.343289914,0.242776358,0.663699366,0.100513556
AGPAT3,7.171693945,7.242433993,0.020029711,-0.070740048
RNU6-859P,0,0,1,0
RNU6-1150P,0,0,1,0
TRAPPC10,5.925334201,6.06888219,0.061428481,-0.143547989
PWP2,1.134502743,1.018255905,0.130133587,0.116246838
GATD3,0.111417783,0.183430171,0.519563694,-0.072012388
ICOSLG,0.242982385,0.234885064,0.958369628,0.008097321
DNMT3L,0,0.301728966,0.206957402,-0.301728966
DNMT3L-AS1,0,0,1,0
AIRE,0.209596183,0.672243786,0.108827458,-0.462647603
PFKL,7.993538593,8.222324557,0.007016759,-0.228785964
CFAP410,2.69373777,3.053455729,0.082611701,-0.359717959
TRPM2,0.692506448,0.796499395,0.78159816,-0.103992947
LRRC3-DT,0,0.032677999,0.422649731,-0.032677999
LRRC3,3.129071634,3.365765541,0.134520627,-0.236693907
MTCYBP21,0,0,1,0
MTND6P21,0,0,1,0
MTND5P1,0,0,1,0
TSPEAR,0,0,1,0
TSPEAR-AS1,0,0,1,0
KRTAP10-1,0,0,1,0
KRTAP10-2,0,0,1,0
KRTAP10-3,0,0,1,0
KRTAP10-4,0,0,1,0
KRTAP10-5,0,0,1,0
KRTAP10-6,0,0,1,0
KRTAP10-7,0,0,1,0
KRTAP10-8,0,0,1,0
KRTAP10-9,0,0,1,0
KRTAP10-10,0,0,1,0
KRTAP10-11,0,0,1,0
KRTAP12-4,0,0,1,0
KRTAP12-3,0,0,1,0
KRTAP12-2,0,0,1,0
IMMTP1,0,0,1,0
KRTAP12-1,0,0,1,0
KRTAP12-6P,0,0,1,0
KRTAP10-12,0,0,1,0
UBE2G2,6.451234088,6.376977102,0.395530389,0.074256987
SUMO3,7.373310695,7.157537148,0.029231672,0.215773548
PTTG1IP,8.489956172,8.484215178,0.826392401,0.005740993
ITGB2,0.0381988,0.141164362,0.097506753,-0.102965562
ITGB2-AS1,0,0,1,0
LINC01547,0.43287798,0.844328915,0.022140483,-0.411450935
SLX9,4.897683224,5.060511624,0.1759278,-0.1628284
LINC00163,0,0,1,0
LINC00165,0,0,1,0
PICSAR,0,0,1,0
SSR4P1,1.803152371,2.031593212,0.163609504,-0.228440841
ADARB1,7.055045516,7.10004642,0.572258389,-0.045000904
LINC00334,0,0.144878602,0.422649731,-0.144878602
POFUT2,6.462891265,6.799133593,0.002729514,-0.336242328
LINC00205,5.089830657,5.171414348,0.484042986,-0.081583691
LINC00316,0,0.032677999,0.422649731,-0.032677999
MTCO1P3,0,0.069527187,0.184968847,-0.069527187
COL18A1,6.711538716,7.204158078,0.001235792,-0.492619361
COL18A1-AS2,0,0,1,0
COL18A1-AS1,0,0.032677999,0.422649731,-0.032677999
MIR6815,0,0,1,0
SLC19A1,5.38185658,5.429319829,0.547485076,-0.047463249
LINC01694,0.037224089,0.459157013,0.038172739,-0.421932924
PCBP3,1.85235481,2.086476406,0.082593891,-0.234121596
COL6A1,8.025335181,8.39620725,0.000702713,-0.370872069
PSMA6P3,0,0,1,0
COL6A2,7.87736288,8.429686647,7.15E-05,-0.552323767
FTCD,0.189467138,0.682369375,0.109851709,-0.492902238
FTCD-AS1,0,0,1,0
SPATC1L,2.212006941,2.831817233,0.005791575,-0.619810292
LSS,6.357704641,6.405883544,0.596267615,-0.048178903
MCM3AP-AS1,1.995959962,1.973807348,0.935940597,0.022152614
MCM3AP,6.89656525,7.055387665,0.037652153,-0.158822415
YBEY,3.579763685,3.684798491,0.570779747,-0.105034806
C21orf58,4.313207584,4.451526107,0.124303337,-0.138318524
PCNT,7.062828948,7.128446403,0.1970867,-0.065617455
RPL18AP2,0.037224089,0,0.422649731,0.037224089
DIP2A,6.132280071,6.025233554,0.290538038,0.107046517
DIP2A-IT1,0.147803879,0.214028223,0.447682513,-0.066224344
RNU6-396P,0,0,1,0
S100B,0,0,1,0
PRMT2,6.637759339,6.723945394,0.335620439,-0.086186056
RPL23AP4,0,0,1,0
LOC110467520,0,0,1,0
BNIP3P2,0,0,1,0
YME1L1P1,0,0,1,0
OR11H1,0,0,1,0
LOC100132723,0,0,1,0
POTEH,0,0,1,0
RNU6-816P,0,0,1,0
DUXAP8,1.88369341,1.908640265,0.942238977,-0.024946855
BMS1P22,0,0,1,0
ACTR3BP2,0,0,1,0
CCT8L2,0,0,1,0
TPTEP1,0,0,1,0
PARP4P3,0,0,1,0
ANKRD62P1,0,0,1,0
VWFP1,0,0,1,0
LINC01665,0,0,1,0
XKR3,0.265706246,0.277290844,0.959170663,-0.011584598
HSFY1P1,0,0,1,0
ZNF402P,0,0,1,0
IGKV3OR22-2,0,0,1,0
GAB4,0,0,1,0
LOC100419811,0,0,1,0
IL17RA,4.772945351,4.965909771,0.164424632,-0.19296442
RPL31P62,0,0,1,0
TMEM121B,0.779038259,0.750245119,0.88463238,0.02879314
LINC01664,0,0,1,0
HDHD5,5.616582443,5.646845285,0.455835639,-0.030262843
HDHD5-AS1,0.269178121,0.233065206,0.902549457,0.036112915
ADA2,0.867673071,1.365700341,0.228631894,-0.49802727
CECR3,0,0,1,0
RN7SL843P,0,0,1,0
CECR2,2.985651959,3.05608306,0.787469263,-0.070431101
SLC25A18,0.105591426,0.144878602,0.83821616,-0.039287177
ATP6V1E1,6.589264105,6.87084244,0.021524284,-0.281578334
BCL2L13,6.73069091,6.808660836,0.288172491,-0.077969927
BID,5.87353844,6.299650216,0.004537269,-0.426111776
MIR3198-1,0.076031186,0,0.183512901,0.076031186
LINC00528,0,0,1,0
MICAL3,6.771301744,7.062375301,0.002812423,-0.291073557
MIR648,0,0,1,0
LINC01634,0,0,1,0
PEX26,6.253214802,6.246678256,0.900889736,0.006536546
ARL2BPP10,0,0,1,0
TUBA8,0.075056475,0.071074635,0.963569101,0.00398184
USP18,2.75722692,2.960226889,0.5312141,-0.202999968
GGTLC5P,0,0,1,0
FAM230J,0,0,1,0
FAM230A,0,0,1,0
GGTLC3,0,0,1,0
TMEM191B,0,0.032677999,0.422649731,-0.032677999
PI4KAP1,1.20505508,1.313122392,0.531324162,-0.108067312
RIMBP3,0.298666466,0.591006119,0.237109663,-0.292339653
SUSD2P2,0,0,1,0
PPP1R26P2,0,0,1,0
FAM230E,0,0,1,0
GGT3P,0,0,1,0
LOC102725072,0,0,1,0
BCRP7,0,0,1,0
DGCR6,0.037224089,0.103025264,0.597826475,-0.065801175
PRODH,0.072904334,0.069527187,0.969413236,0.003377147
DGCR5,0.037224089,0,0.422649731,0.037224089
CA15P1,0.0381988,0,0.422649731,0.0381988
DGCR2,6.723283869,6.97826252,0.003767685,-0.254978651
DGCR11,2.342092149,2.608428431,0.156522145,-0.266336283
ESS2,4.880140819,5.077869574,0.142121193,-0.197728755
TSSK2,0,0,1,0
GSC2,0.250494489,0.234885064,0.854786611,0.015609425
SLC25A1,6.832251798,7.046255537,0.010542503,-0.214003739
CLTCL1,4.393543879,4.610288559,0.080127533,-0.21674468
RPL34P35,0,0.041039123,0.422649731,-0.041039123
KRT18P62,0,0,1,0
HIRA,3.482312443,3.403925542,0.590548146,0.078386901
C22orf39,4.873514275,4.904861241,0.790017566,-0.031346965
RN7SL168P,0,0,1,0
MRPL40,5.133325714,5.434516434,0.031359715,-0.30119072
UFD1,6.636000776,6.77331852,0.018097793,-0.137317744
CDC45,6.106436833,6.400709153,0.008040918,-0.29427232
CLDN5,0.148327223,0.210306885,0.727766619,-0.061979662
SEPTIN5,0.181014315,0.236107548,0.569595427,-0.055093233
SEPT5-GP1BB,0.037224089,0.197074445,0.174526874,-0.159850356
GP1BB,0,0,1,0
TBX1,0.037832386,0.43563997,0.237510986,-0.397807584
GNB1L,2.699351529,2.818734491,0.472619527,-0.119382962
RPL7AP70,0.110809486,0.141164362,0.691323513,-0.030354876
RTL10,5.304849078,5.390511984,0.25450722,-0.085662906
TXNRD2,4.740820272,5.056562742,0.008282059,-0.31574247
RPL8P5,0.072904334,0.06327605,0.925440391,0.009628284
COMT,5.429677031,5.464366136,0.65718055,-0.034689106
MIR4761,0.037832386,0,0.422649731,0.037832386
ARVCF,3.429357186,3.792890117,0.053549743,-0.363532931
TANGO2,4.242586631,4.571500714,0.106848726,-0.328914083
MIR185,0,0.103025264,0.422649731,-0.103025264
DGCR8,5.777680912,5.918070062,0.136286547,-0.140389151
MIR3618,0,0,1,0
MIR1306,0,0,1,0
TRMT2A,4.807087966,4.932936407,0.392980584,-0.12584844
MIR6816,0,0,1,0
RANBP1,7.455093288,7.676311685,0.016275848,-0.221218396
SNORA77B,0,0,1,0
ZDHHC8,5.706623264,5.86404394,0.056905189,-0.157420676
CCDC188,0,0.032677999,0.422649731,-0.032677999
LINC02891,0,0,1,0
LINC00896,0.143790226,0.103025264,0.783342833,0.040764961
RTN4R,2.795134045,3.30789035,0.007430958,-0.512756305
MIR1286,0.037832386,0.036849188,0.986039005,0.000983198
DGCR6L,4.851715242,5.011900014,0.184565148,-0.160184772
USP41,0,0.041039123,0.422649731,-0.041039123
ZNF74,3.412211362,3.510456745,0.444498021,-0.098245383
RNU6-225P,0,0,1,0
SCARF2,3.571008148,3.897071877,0.11497262,-0.326063729
KLHL22,4.017596714,4.251682433,0.072242156,-0.234085719
RNY1P9,0.037832386,0.041039123,0.956958428,-0.003206737
RN7SL812P,0.141837143,0.041039123,0.392980887,0.10079802
KRT18P5,0.162632504,0.359647717,0.432027573,-0.197015213
MED15,6.331672319,6.449015604,0.062268952,-0.117343285
SLC9A3P2,0,0,1,0
TMEM191A,0.933045935,1.048163183,0.712967278,-0.115117249
PI4KA,7.171485871,7.52220132,0.003590228,-0.350715449
SERPIND1,0.071772693,0,0.422649731,0.071772693
SNAP29,6.062383449,6.165538004,0.209089442,-0.103154556
CRKL,7.33718112,7.373193463,0.331029779,-0.036012343
LINC01637,0.339798072,0.462862466,0.519096166,-0.123064394
AIFM3,0.638743087,0.749506315,0.718612554,-0.110763228
LZTR1,3.603568889,3.810319888,0.009310575,-0.206751
THAP7,4.326451367,4.438235368,0.302687316,-0.111784001
THAP7-AS1,1.144469968,1.414041278,0.215441485,-0.269571309
TUBA3FP,0.543309605,0.559077791,0.944807514,-0.015768186
P2RX6,2.163686579,2.565347492,0.083941922,-0.401660912
SLC7A4,0,0,1,0
MIR649,0,0,1,0
LRRC74B,0.110809486,0.113902984,0.982516933,-0.003093498
TUBA3GP,0,0,1,0
FAM230B,0,0,1,0
GGT2,0,0,1,0
FAM230H,0,0,1,0
LINC01651,0,0,1,0
SUSD2P1,0,0,1,0
RIMBP3B,0,0,1,0
HIC2,3.434510503,3.396384802,0.852199551,0.038125701
TMEM191C,0,0.211834459,0.208926402,-0.211834459
PI4KAP2,2.136112329,2.540770882,0.007199016,-0.404658552
RIMBP3C,0.037832386,0,0.422649731,0.037832386
UBE2L3,7.093935769,7.163901789,0.386911975,-0.06996602
YDJC,4.520357378,4.718736078,0.139029928,-0.198378699
CCDC116,0.372415349,0.446155851,0.587952287,-0.073740502
SDF2L1,4.043248373,4.333255213,0.072493391,-0.290006839
MIR301B,0,0,1,0
MIR130B,0,0.036849188,0.422649731,-0.036849188
PPIL2,5.759373894,5.889932839,0.02168399,-0.130558946
YPEL1,3.905054871,3.888653245,0.917208007,0.016401625
RN7SL280P,0.072904334,0.113902984,0.779372152,-0.04099865
MAPK1,8.01355952,7.913542217,0.185556852,0.100017303
RNA5SP493,0,0,1,0
PPM1F,6.148253227,6.198026638,0.541298648,-0.049773411
TOP3B,4.452646408,4.738863921,0.105993423,-0.286217513
PRAMENP,0,0,1,0
IGLVI-70,0,0,1,0
IGLV4-69,0,0,1,0
IGLVI-68,0,0,1,0
IGLV10-54,0,0,1,0
IGLVV-66,0,0,1,0
IGLVIV-65,0,0,1,0
IGLVI-63,0,0,1,0
IGLV8-61,0,0,1,0
IGLV4-60,0,0,1,0
IGLVV-58,0,0,1,0
IGLV6-57,0,0,1,0
IGLV11-55,0,0,1,0
IGLVIV-53,0,0,1,0
LOC100533679,0,0,1,0
VPREB1,0,0,1,0
IGLV1-51,0.177590154,0,0.195224191,0.177590154
IGLV1-50,0,0,1,0
ASH2LP3,0,0,1,0
IGLV9-49,0,0,1,0
IGLV5-48,0,0,1,0
IGLV1-47,0,0,1,0
IGLV7-46,0,0,1,0
IGLV5-45,0,0,1,0
IGLV1-44,0,0,1,0
IGLV7-43,0,0,1,0
IGLVI-42,0,0,1,0
IGLV1-41,0,0,1,0
IGLV1-40,0,0,1,0
IGLV5-37,0,0,1,0
IGLV1-36,0,0,1,0
ZNF280B,0.230319649,0.104315174,0.555203734,0.126004476
ZNF280A,0,0,1,0
PRAME,0,0,1,0
LL22NC03-63E9.3,0,0,1,0
IGLV2-33,0,0,1,0
IGLV3-32,0,0,1,0
BCRP4,0,0,1,0
GGTLC2,0,0,1,0
IGLV2-28,0,0,1,0
IGLV3-27,0,0,1,0
IGLV3-25,0,0,1,0
IGLV2-23,0,0,1,0
IGLV3-22,0,0,1,0
IGLV3-21,0,0,1,0
IGLV3-19,0,0,1,0
IGLV2-18,0,0,1,0
IGLV3-17,0,0,1,0
IGLV3-16,0,0,1,0
IGLV3-15,0,0,1,0
IGLV2-14,0,0,1,0
IGLV3-12,0,0,1,0
IGLV2-11,0,0,1,0
IGLV3-10,0,0,1,0
IGLV3-9,0,0,1,0
IGLV2-8,0,0,1,0
MIR650,0,0,1,0
IGLV3-7,0,0,1,0
IGLV3-6,0,0,1,0
IGLV4-3,0,0,1,0
MIR5571,0,0,1,0
IGLL5,0,0,1,0
IGLC1,0,0,1,0
IGLC2,0,0,1,0
IGLC3,0,0,1,0
IGLJ4,0,0,1,0
IGLC4,0,0,1,0
IGLC5,0,0,1,0
IGLC6,0,0,1,0
IGLJ7,0,0,1,0
IGLC7,0,0,1,0
RSPH14,0.0381988,0.165662716,0.402479858,-0.127463916
GNAZ,2.111847769,1.371788827,0.007073993,0.740058943
RAB36,3.228573159,3.49365291,0.278316236,-0.265079751
BCR,6.201588671,6.596210361,0.012311433,-0.394621691
BCRP8,0.211620337,0,0.164694309,0.211620337
RN7SL263P,0,0,1,0
FBXW4P1,0.698624184,0.537519107,0.279877183,0.161105077
RPS10P30,0,0,1,0
LINC02556,0,0,1,0
LINC01659,0,0,1,0
FAM230I,0,0,1,0
IGLL1,0,0,1,0
DRICH1,0.203600624,0.144791757,0.73809636,0.058808867
GUSBP11,0.037832386,0,0.422649731,0.037832386
RGL4,0,0.06327605,0.422649731,-0.06327605
ZNF70,3.433655524,3.604760814,0.388902873,-0.171105289
VPREB3,0,0,1,0
C22orf15,0.0381988,0.113902984,0.582496288,-0.075704184
CHCHD10,1.6798824,2.772330321,0.05836143,-1.092447921
